"employee_id","employee_number","employee_name","preferred_name","gender","nationality","date_of_birth","age","marital_status","employment_status","employee_type","full_time_part_time","hire_date","confirmation_date","termination_date","termination_reason","length_of_service","legal_entity","business_unit","department","division","section","cost_center","position_id","position_title","job_family","job_grade","job_level","line_manager_id","line_manager_name","location","country","city","employment_category"
"BLD-101193","EMP001192","Bikram Thapa","Bikram","Male","Pakistani","1983-02-09","42","Single","Active","Permanent","Full Time","2023-07-08","2023-10-06",,,"2.5","Baladna Q.P.S.C. (Qatar)","Supply Chain","Procurement","Supply Chain","Procurement - Section 2","CC-637","POS-01192","Officer - Procurement","Procurement","G5","Staff","BLD-100942","Sanjay Fernandes","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101194","EMP001193","Amina Islam","Amina","Female","Egyptian","1977-02-09","48","Married","Active","Permanent","Full Time","2024-07-23","2024-10-21",,,"1.4","Baladna Egypt","Corporate","People & Culture","Corporate","People & Culture - Section 2","CC-310","POS-01193","Assistant Manager - People & Culture","People & Culture","G11","Managerial","BLD-101307","Mariam Khan","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-101195","EMP001194","Ramesh Islam","Ramesh","Male","Egyptian","1976-09-15","49","Single","Active","Permanent","Full Time","2025-03-06","2025-06-04",,,"0.8","Baladna Egypt","Corporate","Finance","Corporate","Finance - Section 2","CC-502","POS-01194","Assistant - Finance","Finance","G4","Staff","BLD-101413","Amina Cruz","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-101196","EMP001195","Ravi Sharma","Ravi","Male","Egyptian","1989-08-24","36","Married","Active","Permanent","Full Time","2024-01-21","2024-04-20",,,"1.9","Baladna Q.P.S.C. (Qatar)","Operations","Engineering & Maintenance","Operations","Engineering & Maintenance - Section 2","CC-178","POS-01195","Assistant - Engineering & Maintenance","Engineering & Maintenance","G1","Staff","BLD-100419","Ahmed Malik","Doha Site","Qatar","Doha","Expatriate"
"BLD-101197","EMP001196","Hassan Santos","Hassan","Male","Nepali","1969-05-01","56","Single","Active","Contract","Full Time","2023-01-14","2023-04-14",,,"3","Baladna Q.P.S.C. (Qatar)","Corporate","Corporate & Executive Office","Corporate","Corporate & Executive Office - Section 2","CC-577","POS-01196","Coordinator - Corporate & Executive Office","Corporate & Executive Office","G2","Staff","BLD-101335","Lubna Thapa","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101198","EMP001197","Amina Pereira","Amina","Female","Bangladeshi","1998-09-14","27","Single","Active","Permanent","Full Time","2025-09-11","2025-12-10",,,"0.3","Baladna Q.P.S.C. (Qatar)","Commercial","Marketing","Commercial","Marketing - Section 1","CC-916","POS-01197","Associate - Marketing","Marketing","G1","Staff","BLD-100675","Rowena Chowdhury","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101199","EMP001198","Ramesh Islam","Ramesh","Male","Indian","1974-10-19","51","Married","Active","Permanent","Full Time","2025-04-19","2025-07-18",,,"0.7","Baladna Q.P.S.C. (Qatar)","Corporate","IT & Digital","Corporate","IT & Digital - Section 3","CC-289","POS-01198","Head of Department - IT & Digital","IT & Digital","G13","Executive","BLD-100001","Yousef Al-Attiyah","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101200","EMP001199","Grace Mansour","Grace","Female","Filipino","1996-09-27","27","Single","Terminated","Contract","Full Time","2023-02-22","2023-05-23","2024-04-07","Resignation - Personal Reasons","1.1","Baladna Q.P.S.C. (Qatar)","Corporate","IT & Digital","Corporate","IT & Digital - Section 2","CC-289","POS-01199","Officer - IT & Digital","IT & Digital","G5","Staff","BLD-101360","Dalia Al-Kuwari","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101201","EMP001200","Santosh Devi","Santosh","Male","Sudanese","1985-01-26","40","Married","Active","Permanent","Full Time","2024-03-17","2024-06-15",,,"1.8","Baladna Q.P.S.C. (Qatar)","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 1","CC-370","POS-01200","Senior Technician - Supply Chain & Logistics","Supply Chain & Logistics","G6","Supervisory","BLD-100403","Khalid Ibrahim","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101202","EMP001201","Bikram Mansour","Bikram","Male","Nepali","1998-01-09","27","Single","Active","Contract","Full Time","2024-09-24","2024-12-23",,,"1.3","Baladna Q.P.S.C. (Qatar)","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 2","CC-370","POS-01201","Coordinator - Supply Chain & Logistics","Supply Chain & Logistics","G3","Staff","BLD-101092","Prakash Kapoor","Doha Site","Qatar","Doha","Expatriate"
"BLD-101203","EMP001202","Ravi Baig","Ravi","Male","Egyptian","1992-01-17","33","Single","Active","Permanent","Full Time","2024-11-14","2025-02-12",,,"1.1","Baladna Egypt","Corporate","People & Culture","Corporate","People & Culture - Section 1","CC-310","POS-01202","Assistant - People & Culture","People & Culture","G1","Staff","BLD-101041","Layla Reyes","Alexandria Site","Egypt","Alexandria","Local"
"BLD-101204","EMP001203","Hari Mahmoud","Hari","Male","Egyptian","1980-08-25","45","Married","Active","Permanent","Full Time","2025-09-24","2025-12-23",,,"0.3","Baladna Egypt","Supply Chain","Supply Chain & Logistics","Supply Chain","Supply Chain & Logistics - Section 1","CC-370","POS-01203","Coordinator - Supply Chain & Logistics","Supply Chain & Logistics","G2","Staff","BLD-101086","Nadia El-Sayed","Alexandria Site","Egypt","Alexandria","Local"
"BLD-101205","EMP001204","Suresh Devi","Suresh","Male","Indian","1996-11-01","29","Single","Active","Permanent","Full Time","2023-07-04","2023-10-02",,,"2.5","Baladna Q.P.S.C. (Qatar)","Operations","Farm Operations","Operations","Farm Operations - Section 2","CC-662","POS-01204","Associate - Farm Operations","Farm Operations","G3","Staff","BLD-100671","Kumar Kapoor","Doha Site","Qatar","Doha","Expatriate"
"BLD-101206","EMP001205","Waleed Khan","Waleed","Male","Egyptian","1992-09-21","33","Single","Active","Permanent","Full Time","2023-01-15","2023-04-15",,,"3","Baladna Egypt","Operations","Quality Assurance & Food Safety","Operations","Quality Assurance & Food Safety - Section 2","CC-564","POS-01205","Officer - Quality Assurance & Food Safety","Quality Assurance & Food Safety","G1","Staff","BLD-101141","Pooja Thapa","Cairo Site","Egypt","Cairo","Local"
"BLD-101207","EMP001206","Jose Ibrahim","Jose","Male","Pakistani","2000-03-02","25","Married","Active","Permanent","Full Time","2024-09-13","2024-12-12",,,"1.3","Baladna Q.P.S.C. (Qatar)","Operations","Farm Operations","Operations","Farm Operations - Section 1","CC-662","POS-01206","Coordinator - Farm Operations","Farm Operations","G2","Staff","BLD-100456","Krishna Thapa","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101208","EMP001207","Rina Ibrahim","Rina","Female","Bangladeshi","1999-03-16","26","Married","Active","Permanent","Full Time","2024-05-08","2024-08-06",,,"1.6","Baladna Q.P.S.C. (Qatar)","Operations","R&D","Operations","R&D - Section 2","CC-118","POS-01207","Assistant Manager - R&D","R&D","G12","Managerial","BLD-101509","Suresh Reyes","Al Rayyan Site","Qatar","Al Rayyan","Expatriate"
"BLD-101209","EMP001208","Bikram Abdullah","Bikram","Male","Nepali","1984-02-10","40","Other","Terminated","Permanent","Full Time","2024-02-17","2024-05-17","2024-04-24","Termination - Performance","0.2","Baladna Q.P.S.C. (Qatar)","Operations","R&D","Operations","R&D - Section 3","CC-118","POS-01208","Operator - R&D","R&D","G4","Staff","BLD-100452","Anita Ahmed","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101210","EMP001209","Reem El-Sayed","Reem","Female","Egyptian","1991-08-07","34","Married","Active","Contract","Full Time","2024-09-09","2024-12-08",,,"1.3","Baladna Egypt","Corporate","Finance","Corporate","Finance - Section 1","CC-502","POS-01209","Manager - Finance","Finance","G10","Managerial","BLD-101292","Noor Al-Sayed","Cairo Site","Egypt","Cairo","Local"
"BLD-101211","EMP001210","Aisha Al-Kuwari","Aisha","Female","Indian","1997-09-02","28","Married","Active","Permanent","Full Time","2025-10-02","2025-12-31",,,"0.2","Baladna Q.P.S.C. (Qatar)","Corporate","People & Culture","Corporate","People & Culture - Section 2","CC-310","POS-01210","Operator - People & Culture","People & Culture","G1","Staff","BLD-100502","Sara Santos","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101212","EMP001211","Layla Chowdhury","Layla","Female","Bangladeshi","1988-10-05","37","Married","Active","Permanent","Full Time","2023-01-27","2023-04-27",,,"2.9","Baladna Q.P.S.C. (Qatar)","Operations","R&D","Operations","R&D - Section 2","CC-118","POS-01211","Senior Technician - R&D","R&D","G6","Supervisory","BLD-101308","Salma Mansour","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101213","EMP001212","Mohamed Khan","Mohamed","Male","Pakistani","1995-04-09","30","Single","Active","Permanent","Full Time","2025-05-02","2025-07-31",,,"0.7","Baladna Q.P.S.C. (Qatar)","Operations","Quality Assurance & Food Safety","Operations","Quality Assurance & Food Safety - Section 3","CC-564","POS-01212","Operator - Quality Assurance & Food Safety","Quality Assurance & Food Safety","G3","Staff","BLD-100230","Ali Hassan","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101214","EMP001213","Sara Ahmed","Sara","Female","Jordanian","1996-11-21","28","Single","Terminated","Permanent","Full Time","2024-01-03","2024-04-02","2025-10-28","Resignation - Better Opportunity","1.8","Baladna Q.P.S.C. (Qatar)","Operations","R&D","Operations","R&D - Section 2","CC-118","POS-01213","Assistant - R&D","R&D","G5","Staff","BLD-100728","Bishnu Mansour","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101215","EMP001214","Joy Ahmed","Joy","Female","Bangladeshi","1971-01-14","54","Single","Active","Permanent","Full Time","2024-06-07","2024-09-05",,,"1.6","Baladna Q.P.S.C. (Qatar)","Supply Chain","Procurement","Supply Chain","Procurement - Section 2","CC-637","POS-01214","Assistant Manager - Procurement","Procurement","G11","Managerial","BLD-100763","Mohamed Rai","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101216","EMP001215","Ramesh Cruz","Ramesh","Male","Egyptian","1974-01-25","51","Single","Active","Permanent","Full Time","2025-07-08","2025-10-06",,,"0.5","Baladna Egypt","Operations","Production","Operations","Production - Section 3","CC-956","POS-01215","Operator - Production","Production","G2","Staff","BLD-101352","Ali Thapa","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-101217","EMP001216","Manoj Youssef","Manoj","Male","Egyptian","1972-06-11","53","Married","Active","Permanent","Full Time","2023-12-08","2024-03-07",,,"2.1","Baladna Egypt","Operations","Production","Operations","Production - Section 1","CC-956","POS-01216","Supervisor - Production","Production","G6","Supervisory","BLD-101001","Grace Pereira","Cairo Site","Egypt","Cairo","Local"
"BLD-101218","EMP001217","Ravi Youssef","Ravi","Male","Egyptian","1989-01-18","36","Married","Active","Permanent","Full Time","2023-12-12","2024-03-11",,,"2.1","Baladna Egypt","Commercial","Sales & Distribution","Commercial","Sales & Distribution - Section 3","CC-310","POS-01217","Supervisor - Sales & Distribution","Sales & Distribution","G8","Supervisory","BLD-100583","Kumar El-Sayed","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-101219","EMP001218","Santosh Mansour","Santosh","Male","Pakistani","1990-04-22","35","Single","Active","Permanent","Full Time","2025-10-03","2026-01-01",,,"0.2","Baladna Q.P.S.C. (Qatar)","Supply Chain","Procurement","Supply Chain","Procurement - Section 1","CC-637","POS-01218","Assistant Manager - Procurement","Procurement","G10","Managerial","BLD-100884","Manoj Iqbal","Al Khor Site","Qatar","Al Khor","Expatriate"
"BLD-101220","EMP001219","Aisha Malik","Aisha","Female","Egyptian","1976-09-07","49","Single","Active","Permanent","Full Time","2025-03-15","2025-06-13",,,"0.8","Baladna Egypt","Operations","Quality Assurance & Food Safety","Operations","Quality Assurance & Food Safety - Section 3","CC-564","POS-01219","Manager - Quality Assurance & Food Safety","Quality Assurance & Food Safety","G11","Managerial","BLD-101128","Rakesh Cruz","Cairo Site","Egypt","Cairo","Local"
"BLD-101221","EMP001220","Ahmed Ahmed","Ahmed","Male","Sudanese","1972-05-01","53","Married","Active","Permanent","Full Time","2025-03-12","2025-06-10",,,"0.8","Baladna Q.P.S.C. (Qatar)","Operations","R&D","Operations","R&D - Section 3","CC-118","POS-01220","Assistant - R&D","R&D","G2","Staff","BLD-101008","Ramesh Devi","Doha Site","Qatar","Doha","Expatriate"
"BLD-101222","EMP001221","Joy Mansour","Joy","Female","Egyptian","2000-04-04","25","Married","Active","Permanent","Full Time","2024-08-12","2024-11-10",,,"1.4","Baladna Egypt","Commercial","Sales & Distribution","Commercial","Sales & Distribution - Section 1","CC-310","POS-01221","Senior Officer - Sales & Distribution","Sales & Distribution","G9","Supervisory","BLD-100265","Sanjay Islam","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-101223","EMP001222","Sameer Devi","Sameer","Male","Sri Lankan","2000-03-06","25","Single","Active","Permanent","Full Time","2025-08-05","2025-11-03",,,"0.4","Baladna Q.P.S.C. (Qatar)","Corporate","IT & Digital","Corporate","IT & Digital - Section 1","CC-289","POS-01222","Team Lead - IT & Digital","IT & Digital","G6","Supervisory","BLD-100009","Juan Al-Sayed","Doha Site","Qatar","Doha","Expatriate"
"BLD-101224","EMP001223","Fatima Chowdhury","Fatima","Female","Egyptian","1983-11-21","41","Married","Terminated","Contract","Full Time","2023-10-17","2024-01-15","2024-12-26","Resignation - Personal Reasons","1.2","Baladna Q.P.S.C. (Qatar)","Operations","Farm Operations","Operations","Farm Operations - Section 1","CC-662","POS-01223","Assistant - Farm Operations","Farm Operations","G2","Staff","BLD-100580","Noor Islam","Doha Site","Qatar","Doha","Expatriate"
"BLD-101225","EMP001224","Prakash Gurung","Prakash","Male","Nepali","1995-11-09","30","Married","Active","Permanent","Part Time","2023-03-02","2023-05-31",,,"2.8","Baladna Q.P.S.C. (Qatar)","Operations","R&D","Operations","R&D - Section 3","CC-118","POS-01224","Associate - R&D","R&D","G1","Staff","BLD-100327","Arjun Santos","Doha Site","Qatar","Doha","Expatriate"
"BLD-101226","EMP001225","Shobha Khan","Shobha","Female","Sudanese","1980-07-18","44","Married","Terminated","Permanent","Full Time","2024-03-23","2024-06-21","2024-12-18","Termination - Performance","0.7","Baladna Q.P.S.C. (Qatar)","Corporate","Finance","Corporate","Finance - Section 2","CC-502","POS-01225","Technician - Finance","Finance","G5","Staff","BLD-100360","Suresh Baig","Doha Site","Qatar","Doha","Expatriate"
"BLD-101227","EMP001226","Arjun Fernandes","Arjun","Male","Egyptian","1975-04-03","50","Single","Active","Permanent","Full Time","2023-03-10","2023-06-08",,,"2.8","Baladna Egypt","Commercial","Sales & Distribution","Commercial","Sales & Distribution - Section 3","CC-310","POS-01226","Specialist - Sales & Distribution","Sales & Distribution","G7","Supervisory","BLD-100100","Tariq Islam","Cairo Site","Egypt","Cairo","Local"
"BLD-101228","EMP001227","Anil Pereira","Anil","Male","Egyptian","1995-04-12","30","Single","Active","Permanent","Full Time","2025-06-07","2025-09-05",,,"0.6","Baladna Egypt","Operations","Production","Operations","Production - Section 1","CC-956","POS-01227","Technician - Production","Production","G3","Staff","BLD-100856","Bikram Islam","10th of Ramadan City Site","Egypt","10th of Ramadan City","Local"
"BLD-101229","EMP001228","Arjun Fernandes","Arjun","Male","Egyptian","1980-11-20","45","Single","Active","Permanent","Full Time","2023-05-24","2023-08-22",,,"2.6","Baladna Q.P.S.C. (Qatar)","Operations","Farm Operations","Operations","Farm Operations - Section 2","CC-662","POS-01228","Associate - Farm Operations","Farm Operations","G5","Staff","BLD-100944","Prakash Kapoor","Doha Site","Qatar","Doha","Expatriate"
"BLD-101230","EMP001229","Faisal Kapoor","Faisal","Male","Qatari","1969-03-24","56","Single","Terminated","Permanent","Full Time","2023-04-14","2023-07-13","2025-09-23","Termination - Redundancy","2.4","Baladna Q.P.S.C. (Qatar)","Corporate","Corporate & Executive Office","Corporate","Corporate & Executive Office - Section 1","CC-577","POS-01229","Assistant - Corporate & Executive Office","Corporate & Executive Office","G3","Staff","BLD-101251","Santosh El-Sayed","Al Khor Site","Qatar","Al Khor","Local"
"BLD-101231","EMP001230","Arjun Khan","Arjun","Male","Filipino","1980-04-14","44","Married","Terminated","Permanent","Full Time","2024-01-06","2024-04-05","2024-07-29","Resignation - Better Opportunity","0.6","Baladna Q.P.S.C. (Qatar)","Supply Chain","Procurement","Supply Chain","Procurement - Section 1","CC-637","POS-01230","Senior Manager - Procurement","Procurement","G11","Managerial","BLD-100763","Mohamed Rai","Doha Site","Qatar","Doha","Expatriate"
"BLD-101232","EMP001231","Omar Iqbal","Omar","Male","Pakistani","1999-05-13","26","Married","Active","Permanent","Full Time","2024-08-15","2024-11-13",,,"1.4","Baladna Q.P.S.C. (Qatar)","Operations","Farm Operations","Operations","Farm Operations - Section 2","CC-662","POS-01231","Operator - Farm Operations","Farm Operations","G3","Staff","BLD-100456","Krishna Thapa","Al Khor Site","Qatar","Al Khor","Expatriate"
